Molecular Formula,rdkit_SMILES,SMILES,chemical name,Molecular Weight
CF2N2,N#CN(F)F,N#CN(F)F,"N,N-difluorocyanamide",78.0218
C2H5F2N,CCN(F)F,CCN(F)F,"N,N-difluoroethanamine",81.0658
C3H6FN,CC(C)=NF,C/C(C)=N/F,N-fluoropropan-2-imine,75.0864
CIN,N#CI,N#CI,cyanic iodide,152.922
C2H2ClNS,N#CSCCl,N#CSCCl,chloro(thiocyanato)methane,107.555
C2H2FNO,O=C=NCF,O=C=NCF,fluoro(isocyanato)methane,75.0424
C5H8O,CC=C=CCO,CC=[C@]=CCO,"penta-2,3-dien-1-ol",84.118
H3OP,O=[PH3],[H][P]([H])([H])=O,phosphine oxide,49.9968
CH5OP,C[PH2]=O,C[P]([H])([H])=O,methylphosphine oxide,64.0238
H4NOP,N[PH2]=O,N[P]([H])([H])=O,phosphinic amide,65.0118
C2H3OP,C#C[PH2]=O,C#C[P]([H])([H])=O,ethynylphosphine oxide,74.0188
C2H5OP,C=C[PH2]=O,C=C[P]([H])([H])=O,vinylphosphine oxide,76.0348
C2H5NO,NCC=O,O=CCN,2-aminoacetaldehyde,59.068
C2H7OP,CC[PH2]=O,CC[P]([H])([H])=O,ethylphosphine oxide,78.0508
C2H3FO,CC(=O)F,O=C(F)C,acetyl fluoride,62.0434
CH2S,C=S,C=S,methanethial,46.087
CH4FOP,O=[PH2]CF,FC[P]([H])([H])=O,(fluoromethyl)phosphine oxide,82.0142
C2H2F2O,O=C(F)CF,O=C(F)CF,2-fluoroacetyl fluoride,80.0338
C3H5OP,C#CC[PH2]=O,C#CC[P]([H])([H])=O,prop-2-yn-1-ylphosphine oxide,88.0458
C2H3NO3,O=CC[N+](=O)[O-],[O-][N+](=O)CC=O,2-nitroacetaldehyde,89.05
C3H7OP,C=CC[PH2]=O,C=CC[P]([H])([H])=O,allylphosphine oxide,90.0618
C2H2FOP,O=[PH2]C#CF,FC#C[P]([H])([H])=O,(fluoroethynyl)phosphine oxide,92.0092
C3H9OP,CCC[PH2]=O,CCC[P]([H])([H])=O,propylphosphine oxide,92.0778
C2H2S,C=C=S,C=C=S,ethenethione,58.098
C2H4FOP,C=C(F)[PH2]=O,FC(=C)[P]([H])([H])=O,(1-fluorovinyl)phosphine oxide,94.0252
C2H4FOP,O=[PH2]C=CF,FC=C[P]([H])([H])=O,(2-fluorovinyl)phosphine oxide,94.0252
C2H6FOP,CC(F)[PH2]=O,FC(C)[P]([H])([H])=O,(1-fluoroethyl)phosphine oxide,96.0412
C2H6FOP,O=[PH2]CCF,FCC[P]([H])([H])=O,(2-fluoroethyl)phosphine oxide,96.0412
CH4ClOP,O=[PH2]CCl,ClC[P]([H])([H])=O,(chloromethyl)phosphine oxide,98.4658
CH3F2OP,O=[PH2]C(F)F,FC(F)[P]([H])([H])=O,(difluoromethyl)phosphine oxide,100.005
C3H4FOP,C#CC(F)[PH2]=O,FC(C#C)[P]([H])([H])=O,(1-fluoroprop-2-yn-1-yl)phosphine oxide,106.036
C3H4FOP,O=[PH2]CC#CF,FC#CC[P]([H])([H])=O,(3-fluoroprop-2-yn-1-yl)phosphine oxide,106.036
C2H5O3P,O=[PH2]CC(=O)O,OC(=O)C[P]([H])([H])=O,2-dihydrophosphorylacetic acid,108.033
C3H6FOP,C=CC(F)[PH2]=O,FC(C=C)[P]([H])([H])=O,(1-fluoroallyl)phosphine oxide,108.052
C3H6FOP,O=[PH2]CC=CF,FC=CC[P]([H])([H])=O,(3-fluoroallyl)phosphine oxide,108.052
C2H2OS,O=CC=S,O=CC=S,2-thioxoacetaldehyde,74.097
C2H2ClOP,O=[PH2]C#CCl,ClC#C[P]([H])([H])=O,(chloroethynyl)phosphine oxide,108.461
C3H8FOP,O=[PH2]CCCF,FCCC[P]([H])([H])=O,(3-fluoropropyl)phosphine oxide,110.068
C2H4ClOP,C=C(Cl)[PH2]=O,ClC(=C)[P]([H])([H])=O,(1-chlorovinyl)phosphine oxide,110.477
C2H4ClOP,O=[PH2]C=CCl,ClC=C[P]([H])([H])=O,(2-chlorovinyl)phosphine oxide,110.477
C2H3F2OP,O=[PH2]C(F)=CF,FC(=CF)[P]([H])([H])=O,"(1,2-difluorovinyl)phosphine oxide",112.016
C2H3F2OP,O=[PH2]C=C(F)F,FC(F)=C[P]([H])([H])=O,"(2,2-difluorovinyl)phosphine oxide",112.016
C2H6ClOP,CC(Cl)[PH2]=O,ClC(C)[P]([H])([H])=O,(1-chloroethyl)phosphine oxide,112.493
C2H6ClOP,O=[PH2]CCCl,ClCC[P]([H])([H])=O,(2-chloroethyl)phosphine oxide,112.493
C2H5F2OP,CC(F)(F)[PH2]=O,FC(C)(F)[P]([H])([H])=O,"(1,1-difluoroethyl)phosphine oxide",114.032
C2H5F2OP,O=[PH2]C(F)CF,FC(CF)[P]([H])([H])=O,"(1,2-difluoroethyl)phosphine oxide",114.032
C2H5F2OP,O=[PH2]CC(F)F,FC(F)C[P]([H])([H])=O,"(2,2-difluoroethyl)phosphine oxide",114.032
CH3ClFOP,O=[PH2]C(F)Cl,ClC(F)[P]([H])([H])=O,(chlorofluoromethyl)phosphine oxide,116.456
CH2F3OP,O=[PH2]C(F)(F)F,FC(F)(F)[P]([H])([H])=O,(trifluoromethyl)phosphine oxide,117.995
C3H4ClOP,O=[PH2]CC#CCl,ClC#CC[P]([H])([H])=O,(3-chloroprop-2-yn-1-yl)phosphine oxide,122.488
C3H6ClOP,C=CC(Cl)[PH2]=O,ClC(C=C)[P]([H])([H])=O,(1-chloroallyl)phosphine oxide,124.504
C3H6ClOP,O=[PH2]CC=CCl,ClC=CC[P]([H])([H])=O,(3-chloroallyl)phosphine oxide,124.504
C2H4S2,CSC=S,S=CSC,methyl methanedithioate,92.174
C3H8ClOP,CCC(Cl)[PH2]=O,ClC(CC)[P]([H])([H])=O,(1-chloropropyl)phosphine oxide,126.52
C3H8ClOP,CC(Cl)C[PH2]=O,ClC(C)C[P]([H])([H])=O,(2-chloropropyl)phosphine oxide,126.52
C3H8ClOP,O=[PH2]CCCCl,ClCCC[P]([H])([H])=O,(3-chloropropyl)phosphine oxide,126.52
C2H3ClFOP,O=[PH2]C(Cl)=CF,ClC(=CF)[P]([H])([H])=O,(1-chloro-2-fluorovinyl)phosphine oxide,128.467
C2H3ClFOP,O=[PH2]C(F)=CCl,FC(=CCl)[P]([H])([H])=O,(2-chloro-1-fluorovinyl)phosphine oxide,128.467
C2H3ClFOP,O=[PH2]C=C(F)Cl,ClC(F)=C[P]([H])([H])=O,(2-chloro-2-fluorovinyl)phosphine oxide,128.467
C2H5ClFOP,CC(F)(Cl)[PH2]=O,ClC(C)(F)[P]([H])([H])=O,(1-chloro-1-fluoroethyl)phosphine oxide,130.483
C2H5ClFOP,O=[PH2]C(Cl)CF,ClC(CF)[P]([H])([H])=O,(1-chloro-2-fluoroethyl)phosphine oxide,130.483
C2H5ClFOP,O=[PH2]C(F)CCl,FC(CCl)[P]([H])([H])=O,(2-chloro-1-fluoroethyl)phosphine oxide,130.483
C2H5ClFOP,O=[PH2]CC(F)Cl,ClC(F)C[P]([H])([H])=O,(2-chloro-2-fluoroethyl)phosphine oxide,130.483
C2H5Cl2OP,O=[PH2]C(Cl)CCl,ClC(CCl)[P]([H])([H])=O,"(1,2-dichloroethyl)phosphine oxide",146.935
CH2ClF2OP,O=[PH2]C(F)(F)Cl,ClC(F)(F)[P]([H])([H])=O,(chlorodifluoromethyl)phosphine oxide,134.447
C3H6S2,CCC(=S)S,CCC(S)=S,propanedithioic acid,106.201
CH4BrOP,O=[PH2]CBr,BrC[P]([H])([H])=O,(bromomethyl)phosphine oxide,142.92
C2H3Cl2OP,O=[PH2]C(Cl)=CCl,ClC(=CCl)[P]([H])([H])=O,"(1,2-dichlorovinyl)phosphine oxide",144.919
C2H3Cl2OP,O=[PH2]C=C(Cl)Cl,ClC(Cl)=C[P]([H])([H])=O,"(2,2-dichlorovinyl)phosphine oxide",144.919
C2H5Cl2OP,CC(Cl)(Cl)[PH2]=O,ClC(C)(Cl)[P]([H])([H])=O,"(1,1-dichloroethyl)phosphine oxide",146.935
C2H5Cl2OP,O=[PH2]CC(Cl)Cl,ClC(Cl)C[P]([H])([H])=O,"(2,2-dichloroethyl)phosphine oxide",146.935
CH2Cl2FOP,O=[PH2]C(F)(Cl)Cl,ClC(F)(Cl)[P]([H])([H])=O,(dichlorofluoromethyl)phosphine oxide,150.898
C2H2BrOP,O=[PH2]C#CBr,BrC#C[P]([H])([H])=O,(bromoethynyl)phosphine oxide,152.915
C2H4BrOP,C=C(Br)[PH2]=O,BrC(=C)[P]([H])([H])=O,(1-bromovinyl)phosphine oxide,154.931
C2H4BrOP,O=[PH2]C=CBr,BrC=C[P]([H])([H])=O,(2-bromovinyl)phosphine oxide,154.931
C2H6BrOP,CC(Br)[PH2]=O,BrC(C)[P]([H])([H])=O,(1-bromoethyl)phosphine oxide,156.947
C2H6BrOP,O=[PH2]CCBr,BrCC[P]([H])([H])=O,(2-bromoethyl)phosphine oxide,156.947
C2H2S2,S=CC=S,S=CC=S,ethanedithial,90.158
CH3BrFOP,O=[PH2]C(F)Br,BrC(F)[P]([H])([H])=O,(bromofluoromethyl)phosphine oxide,160.91
C3H4BrOP,C#CC(Br)[PH2]=O,BrC(C#C)[P]([H])([H])=O,(1-bromoprop-2-yn-1-yl)phosphine oxide,166.942
C3H4BrOP,O=[PH2]CC#CBr,BrC#CC[P]([H])([H])=O,(3-bromoprop-2-yn-1-yl)phosphine oxide,166.942
CH2Cl3OP,O=[PH2]C(Cl)(Cl)Cl,ClC(Cl)(Cl)[P]([H])([H])=O,(trichloromethyl)phosphine oxide,167.35
C3H6BrOP,C=CC(Br)[PH2]=O,BrC(C=C)[P]([H])([H])=O,(1-bromoallyl)phosphine oxide,168.958
C3H6BrOP,C=C(Br)C[PH2]=O,BrC(=C)C[P]([H])([H])=O,(2-bromoallyl)phosphine oxide,168.958
C3H6BrOP,O=[PH2]CC=CBr,BrC=CC[P]([H])([H])=O,(3-bromoallyl)phosphine oxide,168.958
C3H8BrOP,CC(Br)C[PH2]=O,BrC(C)C[P]([H])([H])=O,(2-bromopropyl)phosphine oxide,170.974
C3H8BrOP,O=[PH2]CCCBr,BrCCC[P]([H])([H])=O,(3-bromopropyl)phosphine oxide,170.974
C2H3BrFOP,O=[PH2]C(Br)=CF,BrC(=CF)[P]([H])([H])=O,(1-bromo-2-fluorovinyl)phosphine oxide,172.921
C2H3BrFOP,O=[PH2]C(F)=CBr,FC(=CBr)[P]([H])([H])=O,(2-bromo-1-fluorovinyl)phosphine oxide,172.921
C2H3BrFOP,O=[PH2]C=C(F)Br,BrC(F)=C[P]([H])([H])=O,(2-bromo-2-fluorovinyl)phosphine oxide,172.921
C2H5BrFOP,CC(F)(Br)[PH2]=O,BrC(C)(F)[P]([H])([H])=O,(1-bromo-1-fluoroethyl)phosphine oxide,174.937
C2H5BrFOP,O=[PH2]C(Br)CF,BrC(CF)[P]([H])([H])=O,(1-bromo-2-fluoroethyl)phosphine oxide,174.937
C2H5BrFOP,O=[PH2]C(F)CBr,FC(CBr)[P]([H])([H])=O,(2-bromo-1-fluoroethyl)phosphine oxide,174.937
C2H5BrFOP,O=[PH2]CC(F)Br,BrC(F)C[P]([H])([H])=O,(2-bromo-2-fluoroethyl)phosphine oxide,174.937
CH3BrClOP,O=[PH2]C(Cl)Br,BrC(Cl)[P]([H])([H])=O,(bromochloromethyl)phosphine oxide,177.362
CH2BrF2OP,O=[PH2]C(F)(F)Br,BrC(F)(F)[P]([H])([H])=O,(bromodifluoromethyl)phosphine oxide,178.901
C2H3BrClOP,O=[PH2]C(Br)=CCl,BrC(=CCl)[P]([H])([H])=O,(1-bromo-2-chlorovinyl)phosphine oxide,189.373
C2H3BrClOP,O=[PH2]C(Cl)=CBr,ClC(=CBr)[P]([H])([H])=O,(2-bromo-1-chlorovinyl)phosphine oxide,189.373
C2H3BrClOP,O=[PH2]C=C(Cl)Br,BrC(Cl)=C[P]([H])([H])=O,(2-bromo-2-chlorovinyl)phosphine oxide,189.373
CH4IOP,O=[PH2]CI,IC[P]([H])([H])=O,(iodomethyl)phosphine oxide,189.92
C2H5BrClOP,CC(Cl)(Br)[PH2]=O,BrC(C)(Cl)[P]([H])([H])=O,(1-bromo-1-chloroethyl)phosphine oxide,191.389
C2H5BrClOP,O=[PH2]C(Br)CCl,BrC(CCl)[P]([H])([H])=O,(1-bromo-2-chloroethyl)phosphine oxide,191.389
C2H5BrClOP,O=[PH2]C(Cl)CBr,ClC(CBr)[P]([H])([H])=O,(2-bromo-1-chloroethyl)phosphine oxide,191.389
C2H5BrClOP,O=[PH2]CC(Cl)Br,BrC(Cl)C[P]([H])([H])=O,(2-bromo-2-chloroethyl)phosphine oxide,191.389
CH2BrClFOP,O=[PH2]C(F)(Cl)Br,BrC(F)(Cl)[P]([H])([H])=O,(bromochlorofluoromethyl)phosphine oxide,195.352
C2H2IOP,O=[PH2]C#CI,IC#C[P]([H])([H])=O,(iodoethynyl)phosphine oxide,199.915
C2H4IOP,C=C(I)[PH2]=O,IC(=C)[P]([H])([H])=O,(1-iodovinyl)phosphine oxide,201.931
C2H4IOP,O=[PH2]C=CI,IC=C[P]([H])([H])=O,(2-iodovinyl)phosphine oxide,201.931
C2H6IOP,CC(I)[PH2]=O,IC(C)[P]([H])([H])=O,(1-iodoethyl)phosphine oxide,203.947
C2H6IOP,O=[PH2]CCI,ICC[P]([H])([H])=O,(2-iodoethyl)phosphine oxide,203.947
CH3FIOP,O=[PH2]C(F)I,FC(I)[P]([H])([H])=O,(fluoroiodomethyl)phosphine oxide,207.911
CH2BrCl2OP,O=[PH2]C(Cl)(Cl)Br,BrC(Cl)(Cl)[P]([H])([H])=O,(bromodichloromethyl)phosphine oxide,211.804
C3H4IOP,C#CC(I)[PH2]=O,IC(C#C)[P]([H])([H])=O,(1-iodoprop-2-yn-1-yl)phosphine oxide,213.942
C3H4IOP,O=[PH2]CC#CI,IC#CC[P]([H])([H])=O,(3-iodoprop-2-yn-1-yl)phosphine oxide,213.942
C3H6IOP,C=CC(I)[PH2]=O,IC(C=C)[P]([H])([H])=O,(1-iodoallyl)phosphine oxide,215.958
C3H6IOP,C=C(I)C[PH2]=O,IC(=C)C[P]([H])([H])=O,(2-iodoallyl)phosphine oxide,215.958
C3H6IOP,O=[PH2]CC=CI,IC=CC[P]([H])([H])=O,(3-iodoallyl)phosphine oxide,215.958
C3H8IOP,CCC(I)[PH2]=O,IC(CC)[P]([H])([H])=O,(1-iodopropyl)phosphine oxide,217.974
C3H8IOP,CC(I)C[PH2]=O,IC(C)C[P]([H])([H])=O,(2-iodopropyl)phosphine oxide,217.974
C3H8IOP,O=[PH2]CCCI,ICCC[P]([H])([H])=O,(3-iodopropyl)phosphine oxide,217.974
C2H3FIOP,O=[PH2]C(F)=CI,FC(=CI)[P]([H])([H])=O,(1-fluoro-2-iodovinyl)phosphine oxide,219.922
C2H3FIOP,O=[PH2]C(I)=CF,IC(=CF)[P]([H])([H])=O,(2-fluoro-1-iodovinyl)phosphine oxide,219.922
C2H3FIOP,O=[PH2]C=C(F)I,FC(I)=C[P]([H])([H])=O,(2-fluoro-2-iodovinyl)phosphine oxide,219.922
CH3Br2OP,O=[PH2]C(Br)Br,BrC(Br)[P]([H])([H])=O,(dibromomethyl)phosphine oxide,221.816
C2H5FIOP,CC(F)(I)[PH2]=O,FC(C)(I)[P]([H])([H])=O,(1-fluoro-1-iodoethyl)phosphine oxide,221.938
C2H5FIOP,O=[PH2]C(F)CI,FC(CI)[P]([H])([H])=O,(1-fluoro-2-iodoethyl)phosphine oxide,221.938
C2H5FIOP,O=[PH2]C(I)CF,IC(CF)[P]([H])([H])=O,(2-fluoro-1-iodoethyl)phosphine oxide,221.938
C2H5FIOP,O=[PH2]CC(F)I,FC(I)C[P]([H])([H])=O,(2-fluoro-2-iodoethyl)phosphine oxide,221.938
CH3ClIOP,O=[PH2]C(Cl)I,ClC(I)[P]([H])([H])=O,(chloroiodomethyl)phosphine oxide,224.362
CH2F2IOP,O=[PH2]C(F)(F)I,FC(I)(F)[P]([H])([H])=O,(difluoroiodomethyl)phosphine oxide,225.901
C2H3Br2OP,O=[PH2]C(Br)=CBr,BrC(=CBr)[P]([H])([H])=O,"(1,2-dibromovinyl)phosphine oxide",233.827
C2H3Br2OP,O=[PH2]C=C(Br)Br,BrC(Br)=C[P]([H])([H])=O,"(2,2-dibromovinyl)phosphine oxide",233.827
C2H5Br2OP,CC(Br)(Br)[PH2]=O,BrC(C)(Br)[P]([H])([H])=O,"(1,1-dibromoethyl)phosphine oxide",235.843
C2H5Br2OP,O=[PH2]C(Br)CBr,BrC(CBr)[P]([H])([H])=O,"(1,2-dibromoethyl)phosphine oxide",235.843
C2H5Br2OP,O=[PH2]CC(Br)Br,BrC(Br)C[P]([H])([H])=O,"(2,2-dibromoethyl)phosphine oxide",235.843
C2H3ClIOP,O=[PH2]C(Cl)=CI,ClC([P]([H])([H])=O)=CI,(1-chloro-2-iodovinyl)phosphine oxide,236.373
C2H3ClIOP,O=[PH2]C(I)=CCl,IC([P]([H])([H])=O)=CCl,(2-chloro-1-iodovinyl)phosphine oxide,236.373
C2H3ClIOP,O=[PH2]C=C(Cl)I,ClC(I)=C[P]([H])([H])=O,(2-chloro-2-iodovinyl)phosphine oxide,236.373
C2H5ClIOP,CC(Cl)(I)[PH2]=O,ClC(C)([P]([H])([H])=O)I,(1-chloro-1-iodoethyl)phosphine oxide,238.389
C2H5ClIOP,O=[PH2]C(Cl)CI,ClC([P]([H])([H])=O)CI,(1-chloro-2-iodoethyl)phosphine oxide,238.389
C2H5ClIOP,O=[PH2]C(I)CCl,IC([P]([H])([H])=O)CCl,(2-chloro-1-iodoethyl)phosphine oxide,238.389
C2H5ClIOP,O=[PH2]CC(Cl)I,ClC(C[P]([H])([H])=O)I,(2-chloro-2-iodoethyl)phosphine oxide,238.389
CH2Br2FOP,O=[PH2]C(F)(Br)Br,BrC(F)(Br)[P]([H])([H])=O,(dibromofluoromethyl)phosphine oxide,239.806
CH2ClFIOP,OPC(F)(Cl)I,ClC(I)(PO)F,(chlorofluoroiodomethyl)(hydroxy)phosphane,242.353
CH2Br2ClOP,O=[PH2]C(Cl)(Br)Br,BrC(Cl)(Br)[P]([H])([H])=O,(dibromochloromethyl)phosphine oxide,256.258
CH2Cl2IOP,O=[PH2]C(Cl)(Cl)I,ClC(I)(Cl)[P]([H])([H])=O,(dichloroiodomethyl)phosphine oxide,258.804
CH3BrIOP,O=[PH2]C(Br)I,BrC(I)[P]([H])([H])=O,(bromoiodomethyl)phosphine oxide,268.816
CH2BrFIOP,O=[PH2]C(F)(Br)I,BrC(F)(I)[P]([H])([H])=O,(bromofluoroiodomethyl)phosphine oxide,286.807
CH4OS,C[SH]=O,O=S([H])C,hydrosulfinylmethane,64.102
C2H5NS,CSC=N,N=CSC,methyl methanimidothioate,75.129
C2H5NS,N=CCS,N=CCS,2-iminoethane-1-thiol,75.129
H2N2O2S,N=NS(=O)O,N=NS(O)=O,diazenesulfinic acid,94.088
H3O2PS,O=[PH](O)S,O=P(O)([H])S,"phosphonothioic O,S-acid",98.0558
C2H3NO2,N=CC(=O)O,OC(=O)C=N,2-iminoacetic acid,73.051
C2H2O2S,O=C(O)C=S,OC(=O)C=S,2-thioxoacetic acid,90.096
H3OPS2,O=[PH](S)S,O=P([H])(S)S,"phosphonodithioic S,S-acid",114.117
C2H2N2S2,N#CNC(=S)S,N#CNC(=S)S,N-cyano-carbamodithioic acid,118.172
F3N,FN(F)F,FN(F)F,Nitrogen trifluoride,71.0022
CO,[C-]#[O+],[C-]#[O+],Carbon monoxide,28.01
H2Se,[SeH2],[SeH2],hydrogen selenide,80.976
CH4Se,C[SeH],[SeH]C,methaneselenol,95.003
CHNSe,N#C[SeH],[SeH]C#N,selenocyanic acid,105.986
COSe,O=C=[Se],O=C=[Se],carbon oxide selenide,106.97
C2H4Se,CC=[Se],CC=[Se],ethaneselenal,107.014
C2H4Se,C1C[Se]1,C1[Se]C1,selenirane,107.014
C2H6Se,C[Se]C,C[Se]C,dimethylselane,109.03
C2H6Se,CC[SeH],[SeH]CC,ethaneselenol,109.03
CH3FSe,FC[SeH],[SeH]CF,fluoromethaneselenol,112.993
C3H4Se,C=C1C[Se]1,C=C1[Se]C1,2-methyleneselenirane,119.025
C3H4Se,C#C[Se]C,C#C[Se]C,ethynyl(methyl)selane,119.025
C3H4Se,C#CC[SeH],[SeH]CC#C,prop-2-yne-1-selenol,119.025
C2H3NSe,N#CC[SeH],N#CC[SeH],2-hydroselenoacetonitrile,120.013
C2H3NSe,C[Se]C#N,C[Se]C#N,selenocyanatomethane,120.013
C3H6Se,CC1C[Se]1,CC1[Se]C1,2-methylselenirane,121.041
C3H6Se,[SeH]C1CC1,[SeH]C1CC1,cyclopropaneselenol,121.041
C3H6Se,C=C[Se]C,C[Se]C=C,methyl(vinyl)selane,121.041
C3H6Se,CCC=[Se],CCC=[Se],propaneselenal,121.041
C3H6Se,C=CC[SeH],[SeH]CC=C,prop-2-ene-1-selenol,121.041
C3H6Se,CC(C)=[Se],CC(C)=[Se],propane-2-selenone,121.041
C3H6Se,C1C[Se]C1,C1[Se]CC1,selenetane,121.041
C2H5NSe,CNC=[Se],[Se]=CNC,N-methylmethaneselenoamide,122.029
C2H4OSe,O=CC[SeH],O=CC[SeH],2-hydroselenoacetaldehyde,123.013
C2H4OSe,C[Se]C=O,O=C[Se]C,Se-methyl methaneselenoate,123.013
CSe2,[Se]=C=[Se],[Se]=C=[Se],carbon diselenide,169.931
C3H8Se,CC[Se]C,C[Se]CC,ethyl(methyl)selane,123.057
C3H8Se,CCC[SeH],[SeH]CCC,propane-1-selenol,123.057
C3H8Se,CC(C)[SeH],[SeH]C(C)C,propane-2-selenol,123.057
C2H7NSe,C[Se]CN,NC[Se]C,(methylselanyl)methanamine,124.045
C2H7NSe,NCC[SeH],[SeH]CCN,2-aminoethane-1-selenol,124.045
C2H7NSe,CC[Se]N,CC[Se]N,Se-ethylselenohydroxylamine,124.045
C2H3FSe,FC1C[Se]1,FC1[Se]C1,2-fluoroselenirane,125.004
C2H6OSe,C[Se](C)=O,O=[Se](C)C,(methylseleninyl)methane,125.029
C2H6OSe,C[Se]CO,C[Se]CO,(methylselanyl)methanol,125.029
C2H6OSe,OCC[SeH],[SeH]CCO,2-hydroselenoethan-1-ol,125.029
C2H6OSe,COC[SeH],COC[SeH],methoxymethaneselenol,125.029
CH4O2Se,C[Se](=O)O,O=[Se](O)C,methaneseleninic acid,127.001
C2H5FSe,C[Se]CF,C[Se]CF,(fluoromethyl)(methyl)selane,127.02
C2H5FSe,CC(F)[SeH],[SeH]C(C)F,1-fluoroethane-1-selenol,127.02
C2H5FSe,FCC[SeH],[SeH]CCF,2-fluoroethane-1-selenol,127.02
H2O3Se,O=[Se](O)O,O=[Se](O)O,selenous acid,128.973
C4H2Se,C#C[Se]C#C,C#C[Se]C#C,diethynylselane,129.02
CH3ClSe,ClC[SeH],[SeH]CCl,chloromethaneselenol,129.445
CH2F2Se,FC(F)[SeH],[SeH]C(F)F,difluoromethaneselenol,130.984
C3OSe,O=C=C=C=[Se],O=C=C=C=[Se],"3-selenoxopropa-1,2-dien-1-one",130.992
C4H4Se,C#CC1C[Se]1,C#CC1[Se]C1,2-ethynylselenirane,131.036
C4H4Se,c1cc[se]c1,C1=CC=C[Se]1,selenophene,131.036
C3H3NSe,CC(=[Se])C#N,N#CC(=[Se])C,ethaneselenoyl cyanide,132.024
C3H3NSe,N#CCC=[Se],N#CCC=[Se],3-selenoxopropanenitrile,132.024
C3H3NSe,c1cn[se]c1,[Se]1C=CC=N1,"1,2-selenazole",132.024
C3H3NSe,c1c[se]cn1,[Se]1C=CN=C1,"1,3-selenazole",132.024
C3H3NSe,C=C[Se]C#N,N#C[Se]C=C,selenocyanatoethene,132.024
C2H2N2Se,c1c[se]nn1,C1=C[Se]N=N1,"1,2,3-selenadiazole",133.012
C2H2N2Se,c1nc[se]n1,N1=C[Se]N=C1,"1,2,4-selenadiazole",133.012
C2H2N2Se,c1cn[se]n1,N1=CC=N[Se]1,"1,2,5-selenadiazole",133.012
C2H2N2Se,c1nnc[se]1,C1=NN=C[Se]1,"1,3,4-selenadiazole",133.012
C4H6Se,C1CC12C[Se]2,C1[Se]C12CC2,1-selenaspiro[2.2]pentane,133.052
C4H6Se,C1=C[Se]CC1,[Se]1CCC=C1,"2,3-dihydroselenophene",133.052
C4H6Se,C1=CC[Se]C1,[Se]1CC=CC1,"2,5-dihydroselenophene",133.052
C4H6Se,C=CC1C[Se]1,C=CC1[Se]C1,2-vinylselenirane,133.052
C4H6Se,C1CC2[Se]C12,C12[Se]C1CC2,5-selenabicyclo[2.1.0]pentane,133.052
C4H6Se,CC=CC=[Se],[Se]=CC=CC,but-2-eneselenal,133.052
C4H6Se,CC#CC[SeH],CC#CC[SeH],but-2-yne-1-selenol,133.052
C4H6Se,C#CCC[SeH],[SeH]CCC#C,but-3-yne-1-selenol,133.052
C4H6Se,C#CC(C)[SeH],[SeH]C(C)C#C,but-3-yne-2-selenol,133.052
C4H6Se,C=CCC=[Se],[Se]=CCC=C,but-3-eneselenal,133.052
C4H6Se,[SeH]C1C=CC1,[SeH]C1C=CC1,cyclobut-2-ene-1-selenol,133.052
C4H6Se,C=C[Se]C=C,C=C[Se]C=C,divinylselane,133.052
C4H6Se,C#C[Se]CC,C#C[Se]CC,ethyl(ethynyl)selane,133.052
C4H6Se,CC#C[Se]C,CC#C[Se]C,methyl(prop-1-yn-1-yl)selane,133.052
C4H6Se,C#CC[Se]C,C[Se]CC#C,methyl(prop-2-yn-1-yl)selane,133.052
C4H6Se,C=C=C[Se]C,C=C=C[Se]C,"methyl(propa-1,2-dien-1-yl)selane",133.052
C3H5NSe,CN=CC=[Se],CN=CC=[Se],2-(methylimino)ethaneselenal,134.04
C3H5NSe,C[Se]CC#N,N#CC[Se]C,2-(methylselanyl)acetonitrile,134.04
C3H5NSe,N#CCC[SeH],[SeH]CCC#N,3-hydroselenopropanenitrile,134.04
C3H5NSe,C1=NCC[Se]1,[Se]1C=NCC1,"4,5-dihydro-1,3-selenazole",134.04
C3H5NSe,CC[Se]C#N,CC[Se]C#N,selenocyanatoethane,134.04
C3H4OSe,C1=C[Se]CO1,C1[Se]C=CO1,"1,3-oxaselenole",135.024
C3H4OSe,O=CCC=[Se],O=CCC=[Se],3-selenoxopropanal,135.024
C3H4OSe,O=C1CC[Se]1,O=C1CC[Se]1,selenetan-2-one,135.024
C3H4OSe,O=C1C[Se]C1,O=C1C[Se]C1,selenetan-3-one,135.024
C2SSe,S=C=C=[Se],S=C=C=[Se],2-selenoxoethene-1-thione,135.042
C4H8Se,CC1([SeH])CC1,[SeH]C1(C)CC1,1-methylcyclopropane-1-selenol,135.068
C4H8Se,CC1(C)C[Se]1,CC1(C)[Se]C1,"2,2-dimethylselenirane",135.068
C4H8Se,CC1[Se]C1C,CC1[Se]C1C,"2,3-dimethylselenirane",135.068
C4H8Se,CCC1C[Se]1,CCC1[Se]C1,2-ethylselenirane,135.068
C4H8Se,CC(C)C=[Se],CC(C)C=[Se],2-methylpropaneselenal,135.068
C4H8Se,C=C(C)C[SeH],[SeH]CC(C)=C,2-methylprop-2-ene-1-selenol,135.068
C4H8Se,CC1CC[Se]1,CC1CC[Se]1,2-methylselenetane,135.068
C4H8Se,CC1C[Se]C1,CC1C[Se]C1,3-methylselenetane,135.068
C4H8Se,C=CC[Se]C,C[Se]CC=C,allyl(methyl)selane,135.068
C4H8Se,CC=CC[SeH],[SeH]CC=CC,but-2-ene-1-selenol,135.068
